      140 89     41-110 -21  96  59
      140 96     619998999899989998
      140103     51-292-164  18  53
      140103     61-252 -89  62 105
      140131     419998999899989998
      140145     61-597-354  43 119
      140152     31-194-136 -26 -17
      140173     51-364-142  95 145
      140173     61-435-370  38-199
      140180     51-502-175 176 249
      140187     519999999999999999
      141  3     31 116 118  68  72
      141 10     41-153-105 -24 -13
      141 17     41-143-272-283-264
      141 24     31-147 -25  75  98
      141 31     41-206-138 -36  -5
      141 38     31-329-289-146 -99
      141 38     41-143-301-321-306
      141 45     41-357-354-225-175
      141 45     51-149 -48  62  54
      141 52     71-319-234-105 -42
      141 66     71 -29 -43 -39 -40
      141 66     81  45 120 134 128
      141 73     41-163-212-189-167
      141 94     41-128 -80 -18  -4
      141108     51-184 -33  97 120
      141115     41-534-394 -72 -27
      141115     51 -47-227-288-287
      141122     71-188-185-114 -97
      141136     41-327-240 -54 -22
      141143     51-375-208  32  80
      141143     61-103 -53  -1  12
      141150     31-151-151-100 -85
      141164     51 -91 -55 -13  -2
      141171     51 -97-179-179-178
      142  2     41-289-121  22  85
      142  8     31-314-274-140 -90
      142 20     51-218-262-191-176
      142 20     61-579-428-109 -18
      142 32     51-358-254 -56  -7
      142 32     61-368-134 105 159
      142 50     71-290-218 -67 -31
      142 50     81-349-251 -84 -44
      142 56     71-351-208  -4  47
      142 80     71-373-270 -49 -23
      142 80     81-124-234-233-253
      142 86     31-199-107 -11  15
      142 92     419998999899989998
      142104     51-112-102 -56 -48
      142104     61 -21   6  16  23
      142110     31 155  76 -18 -12
      142122     31-390-314-122 -65
      142128     61 -27-233-306-312
      142140     61-258-254-152-125
      142152     81-412 -76 243 310
      142158     31-402-427-283-266
      143  6     41-346-359-252-193
      143 20     61-244-224-119 -92
      143 20     71  71 -93-209-181
      143 27     719998999899989998
      143 34     41-393-296 -68 -33
      143 34     51-285-276-166-125
      143 48     31-214-431-432-442
      143 62     51-198-303-285-267
      143 90     81-284-254-112 -97
      143 90     91-130  -8  69  96
      143 90    101-223 -19 113 155
      143125     41-459-316 -97  -5
      143125     51-122-177 -98-153
      143139     61-314-296-147-120
      143139     71-369-261 -86 -22
      143146     21-151-365-410-409
      143174     319998999899989998
      143174     41-341-165  50  58
      143181     41  52-325-470-486
      144  2     81-506-243 111 168
      144  8     71-314-396-309-297
      144 14     71-267-231-120 -78
      144 20     71-275-195 -43 -16
      144 38     51-336-298-155-110
      144 50     61-185  34 206 189
      144 56     81-359-276 -95 -42
      144 62     41-232-105   8  54
      144 68     81-460-323 -37   8
      144 74     41-211 -54  90 124
      144 74     51-107 -80  12 -26
      144 86     31-199-115 -25  11
      144 98     61-371-275-124 -49
      144104     61-153-206-178-166
      144116     51-450-325 -49  -7
      144128     61-256-198 -73 -38
      144134     71 -42 -46 -19 -31
      145  5     41 -42-149-185-190
      145  5     519998999899989998
      145 12     31-188-118 -15   3
      145 33     319998999899989998
      145 40     31-240-205 -90 -69
      145 40     41-388-245 -26  33
      145 68     31-148-158-108 -96
      145 75     51-203 -38 104 135
      145 82     71-408-163  66 134
      145 96     31-284 -72  87 143
      145124     31-330-266 -87 -55
      145131     41-128-145-114 -96
      145145     41-108-144-118-118
      145152     31-302-232-108 -56
      145159     31-196-198-115-108
      145159     41 106-150-307-340
      145166     61-246-200 -69 -59
      145166     71-467-221  43 141
      145180     31-427 -87 253 279
      145180     41-267-156 -32  19
      145187     31-474-155 203 269
      145187     41-485-177 113 173
      146 17     21-305-223 -54 -23
      146 17     31-389-226 165  10
      146 25     51-529-244 107 204
      146 25     61-558-193 170 233
      146 33     21-420-243 -15  34
      146 41     21-188 -93  44  24
      146 65     31-208 -85  18  59
      146129     31-261  27 249 275
      146129     41-357-204 -10  50
      146129     51-186-139 -55 -27
      146145     21-150-123 -48 -43
      146145     319998999899989998
      146169     81-493-342 -85   3
      146177     51-578-366  -7  83
      146193     419998999899989998
      146209     71-469-207 143 160
      146209     819996999699969996
      147  7     61-408-316-152 -71
      147 15     31-277-299-190-163
      147 23     41-193-148 -44 -35
      147 23     51-153-114 -42 -27
      147 23     61 129 163  82 130
      147 39     41-187-177-108 -83
      147 39     51 112   0 -73 -85
      147 47     21-377-198  52  89
      147 55     71  82 -80-165-173
      147 95     31-424-268   9  33
      147111     31-228-113  18  50
      147119     61-103 -59  -3   5
      147119     71 372  61-245-182
      147135     51-286-415-378-353
      147159     51 -21-216-282-282
      147167     51-272-314-249-218
      147175     31-392-216  38  81
      147175     41  19 -50 -80 -83
      147207     41-333-391-327-270
      147207     51  70-168-274-287
      148  4     319998999899989998
      148  9     61-365-310-142 -84
      148 19     71 119 -41-152-177
      148 19     81-293-147   5  58
      148 24     31 -95-110 -80 -78
      148 24     41-314-144   9  78
      148 44     61-333-193 -37  33
      148 54     31-379-251 -64   4
      148 59     61-597-335  69 149
      148 69     31-347-223 -12  21
      148 69     41-246-236-149-120
      148 79     71-115 -34  57  61
      148 94     31-374-272 -76 -22
      148 94     41-300-120 162  78
      148 99     81-146-147 -84 -85
      148109     31-251-233-117 -95
      148119     81-206-222-142-129
      148124     61-588-311  70 170
      148129     41-398-324-129 -69
      149  9     31-307-223 -51 -21
      149  9     41 -20 109 169 164
      149 19     51-315-304-185-145
      149 29     41-248-130  14  50
      149 49     51-512-360 -84   6
      149 59     31-473-415-177-124
      149 69     41-141-276-290-284
      149 69     51-286-423-416-390
      149 79     41-220-150 -43 -13
      149 89     71  96   8 -47 -66
      149 99     31-194-274-257-230
      149 99     41 -39-131-145-148
      149109     31-132 -59  26  33
      149109     41-135-185-137-144
      149119     81-332-220 -40   7
      149119     91-268-245  -8-129
      149129     61-374-331-182-122
      149139     91-250-333-302-273
      149149     41-187-183-112 -91
      149159     81-562-439-199-146
      149169     61  14-178-279-295
      149169     71-339-438-373-335
      149179     31-145-314-326-325
      149189     61-181-152 -70 -53
      149209     41-253-190 -58 -33
      149209     51  92  47   6  -7
      149219     41-439-230  61 122
      149219     51-180-318-287-299
      149229     71-284-298-174-154
      149239     71 109 -32-159-125
      149249     719996999699969996
      149259     91  29-108-184-201
      150  1     91-184 -57  68  87
      150 11     61-223 -67  89 111
      150 21     51-196-178 -97 -78
      150 41     51-138-257-260-255
      150 41     61-414-281 -62   6
      150 61     51-493-271   7 107
      150 66     31-203 133 440 356
      150 76     61-224-180 -69 -49
      150 81     61-353-226  -9  22
      150 81     71-460-347-129 -54
      150 86    101-344-262 -67 -34
      150 96     81-225-122   6  31
      150101     61-437-287 -29  35
      150106     71 115 -31-161-128
      150126     41-523-390-101 -22
      150131     41-359-267-108 -44
      151  3     71 168  51 -93 -58
      151 19     31-194-215-170-139
      151 35     41-169 -81  24  45
      151 35     51 109 -21-155-114
      151 43     41-293-213 -65 -21
      151 43     51-474-385-211-124
      151 59     31-146-266-280-262
      151 75     61-447-256  31  94
      151 91     51 -22   7  35  27
      151115     81-220-179 -83 -55
      151147     71-162-155 -94 -76
      151203     81-138-186-167-147
      152  2     51 -49  28  73  83
      152  2     61-275-298-157-185
      152 16     51-143 -26  97 102
      152 30     41-250-169 -42  -4
      152 37     71 -49 -93 -99 -98
      152 37     81-222-187 -95 -65
      152 44     71-116-141-112-104
      152 44     81-341-269-132 -69
      152 51     61-319-259 -99 -63
      152 51     71-277-218 -65 -54
      152 58     81-169 -63  42  63
      152 65     61-179 -68  58  65
      152 65     71 -63 -85 -71 -68
      152 72     31-289-247-123 -86
      152 79     51-222-141 -44  -3
      152100     71-263 -68 105 147
      152107     41-171-141 -58 -47
      152114     71-394-295 -85 -25
      152135     41  34  -4 -37 -39
      152135     51   8 167 235 234
      152149     41-214-199-106 -86
      152149     51 -50-208-247-250
      152170     71-452-397-188-122
      152177     71-168-176-123-102
      152177     81 -56-166-177-185
      152184     31 -33-141-218-179
      153  9     31 -22 -34 -30 -35
      153  9     41-112-145-113-111
      153 15     91-226-231-160-125
      153 15    101-233-197 -84 -64
      153 21     31 202  34-150-102
      153 39     61 -45 -88 -93 -95
      153 39     719999999999999999
      153 57     31 187 -67-276-229
      153 63     41-412-322-118 -57
      153 69     31-412-322-118 -56
      153 75     31-449-228  75 126
      153 75     41-149-119 -68 -40
      153 93     51-328-272-122 -79
      153 99     41-165-154 -98 -74
      153159     31 128 -92-209-226
      154 35     519999999999999999
      154 83     71-190 -23 140 155
      154 83    121-326-153  64  96
      154123     81-523-402-100 -55
      154131     51 -53-223-276-291
      154147     51-436-309 -41   3
      155  6     31-193-170 -90 -77
      155 13     41-161-181-140-120
      155 34     319999999999999999
      155 69     41-397-264 -74 -28
      155 76     41 -93  19 106 110
      155 83     219999999999999999
      155 97     31-188-106  15  18
      155 97     41-391-267 -75  -4
      155118     81-146 -80  18  12
      155174     91-225-109  42  52
      155181     51  31  -7 -34 -45
      155188     31-152-174-128-115
      156  4     51-386-281 -69 -16
      156  4     61-132-142 -98 -88
      156 32     41-234 -78  94 118
      156 32     51-180  75 207 243
      156 67     61-288-126  69  91
      156158     41-271-303-222-191
      157  1     81-130-100 -30 -29
      157  5     41-221-174 -54 -46
      157  9     31-335-284-110 -77
      157 25     21-374-223  -3  52
      157 37     31-208-122 -13   1
      157 45     31-273-191 -36 -10
      157 45     41-209-108   0  33
      157 49     71 -22 -53 -60 -65
      157 49     81 149 -35-204-163
